Users,sku,Purchase
100113734,MERRCS0001,Roll Gajjak
100113731,PNQKKH0011,Chandrakala
100113731,CCUKCD0001,Rossogollas
100113731,BKBBBL0004,Bikaneri Bhujia
100113730,HYDKBA0001,Karachi Fruit Biscuit
100113727,GOICAZ0002,Bebinca (1 Pack)
100113727,PNQDSE0026,Rice Crackers (Pappu Chakalu)
100113723,NAGHLR0001,Orange Burfee
100113723,HYDKBA0010,Karachi Fruit Biscuit
100113718,PPNQSGU019,Green Chilli Raw Tamarind Chutney (Pack of 3)
100113718,PNQLNC0001,Laxminarayan Chiwda (Poha)
100113718,CCJDLB0019,Tea Biscuits
100113717,LONMGC0016,Popular Assorted Chikki 
100113717,LONMGC0007,Assorted Dryfruit Chikki
100113715,CCJKBC0001,Kumari Banana Chips
100113715,PNQCBM0022,Rajkot Peda
100113712,PPNQSGU019,Green Chilli Raw Tamarind Chutney (Pack of 3)
100113712,BOMSET0010,Dryfruit Bombay Halwa
100113708,COKKJR0001,Kunju's Jam Rolls
100113708,CCJDLB0019,Tea Biscuits
100113707,HYDKBA0010,Karachi Fruit Biscuit
100113707,CCJKBC0001,Kumari Banana Chips
100113707,PNQDSE0026,Rice Crackers (Pappu Chakalu)
100113707,IDRNSB0008,Tomato Sev
100113704,TCRSJS0001,Muscoth Halwa
100113702,PMBLMAP044,Qubes - 500 gm
100113702,AGRPAN0002,Plain Petha
100113700,BHJKVK0004,Roasted Penda
100113697,PNQLNC0001,Laxminarayan Chiwda (Poha)
100113697,SAWAKU0004,Sandgi Mirchi (Stuffed Dried Chili)
100113697,LONMGC0004,Crush Peanut Chikki 
100113697,AGRPAN0007,Kesar Plain Petha
100113697,NAGHLR0001,Orange Burfee
100113694,AGRPAN0006,Petha Angoori
100113693,PNQATV0022,Bhajani Chakali
100113693,PNQDBC0003,Hapus Amba Wadi
100113693,OOTMOC0094,Ginger Chips
100113691,CCUKCD0001,Rossogollas
100113690,HYDKBA0010,Karachi Fruit Biscuit
100113690,PNQCBM0001,Chitale Bhakarwadi
100113690,PMYJUB0006,Marwari Athana Green Chilli Pickle (Pack of 2)
100113690,CCJKBC0001,Kumari Banana Chips
100113690,DHWBTP0001,Dharwad Pedha
100113687,CCUKCD0001,Rossogollas
100113687,PNQCBM0006,Kaju Katli
100113683,TCRSJS0001,Muscoth Halwa
100113683,LONMGC0004,Crush Peanut Chikki 
100113683,PNQDBC0003,Hapus Amba Wadi
100113682,LUHSJS0001,Roasted Chana Badam Barfi
100113681,HYDKBA0010,Karachi Fruit Biscuit
100113681,NAGSHS0003,Bhagat’s Alphonso Mango SonRolls
100113677,HYDKBA0010,Karachi Fruit Biscuit
100113677,AGRPAN0007,Kesar Plain Petha
100113677,CCUKCD0001,Rossogollas
100113673,HYDKBA0010,Karachi Fruit Biscuit
100113668,AGRPAN0001,Kesar Angoori Petha
100113667,ERNMMP0001,Chakkavaratty (Kerala Jackfruit Jam/Halwa)
100113657,HYDKBA0010,Karachi Fruit Biscuit
100113653,PNQLNC0001,Laxminarayan Chiwda (Poha)
100113651,CCUKCD0001,Rossogollas
100113651,PNQLNC0001,Laxminarayan Chiwda (Poha)
100113650,HYDKBA0001,Karachi Fruit Biscuit
100113649,BOMMMM0001,Kaju Ice Halwa
100113649,NAGSHS0003,Bhagat’s Alphonso Mango SonRolls
100113649,HYDKBA0010,Karachi Fruit Biscuit
100113649,NAGHLR0001,Orange Burfee
100113646,PNQCBM0001,Chitale Bhakarwadi
100113646,HYDKBA0010,Karachi Fruit Biscuit
100113646,CCJKBC0001,Kumari Banana Chips
100113644,PMBLMAP044,Qubes - 500 gm
100113640,SAWAKU0004,Sandgi Mirchi (Stuffed Dried Chili)
100113640,PMYJUB0006,Marwari Athana Green Chilli Pickle (Pack of 2)
100113640,CCJKBC0001,Kumari Banana Chips
100113640,KLHAMB0001,Amba Bhadang
100113640,IDRLMU0002,Instant Poha Mix (2 packs)
100113635,GOIMAC0001,Guava Bar (Cheese)
100113635,SAWAKU0004,Sandgi Mirchi (Stuffed Dried Chili)
100113635,CCJKBC0001,Kumari Banana Chips
100113635,BOMMMM0001,Kaju Ice Halwa
100113632,AHMPRA0002,Jamun Bar
100113630,CCJDLB0052,Piri Cake (Paper Wrapped)
100113629,ERNMMP0001,Chakkavaratty (Kerala Jackfruit Jam/Halwa)
100113627,OOTMOC0094,Ginger Chips
100113627,DHWBTP0001,Dharwad Pedha
100113617,MERRCS0001,Roll Gajjak
100113617,PNQRFP0016,Dry Calcutta Paan
100113617,HUBPOF0001,Shenga (Groundnut) Chutney
100113617,KLHAMB0001,Amba Bhadang
100113608,PNQLNC0001,Laxminarayan Chiwda (Poha)
100113606,HYDKBA0010,Karachi Fruit Biscuit
100113606,CCJKBC0001,Kumari Banana Chips
100113605,ERNMMP0001,Chakkavaratty (Kerala Jackfruit Jam/Halwa)
100113602,BLRLSP0001,Lal Mysore Pak
100113595,HYDKBA0010,Karachi Fruit Biscuit
100113581,TCRSJS0001,Muscoth Halwa
100113577,CCJDLB0052,Piri Cake (Paper Wrapped)
100113577,ERNMMP0001,Chakkavaratty (Kerala Jackfruit Jam/Halwa)
100113553,PNQGBC0001,Chatpati Bhel
100113553,CCJDLB0019,Tea Biscuits
100113553,CCJDLB0051,Special Rich Plum Cake
100113553,CCUKCD0001,Rossogollas
100113553,BKBBBL0004,Bikaneri Bhujia
100113553,BELKCP0002,Mix Dryfruit Pickle
100113549,AGRPAN0002,Plain Petha
100113549,AGRPAN0001,Kesar Angoori Petha
100113548,PNQATV0022,Bhajani Chakali
100113548,AGRPAN0001,Kesar Angoori Petha
100113548,PNQGBC0001,Chatpati Bhel
100113545,RAJVAJ0008,Chilli Garlic Khakra
100113545,PMYJUB0009,Ker Pickle (Pack of 2)
100113545,PMYJUB0008,Gunda Pickle (Pack of 2)
100113545,PBKBRSC002,Tej Masala Papad
100113545,PMYJUB0003,Moong Special Papad (Pack of 2)
100113545,CCUKCD0001,Rossogollas
100113542,CCUKCD0001,Rossogollas
100113542,GOICAZ0002,Bebinca (1 Pack)
100113542,CCJDLB0019,Tea Biscuits
100113541,AGRPAN0005,Gulab Laddu Petha
100113541,AGRPAN0004,Rasbari Petha
100113541,AGRPAN0001,Kesar Angoori Petha
100113539,DEHMAC0013,Dried Candied Pineapple Slices
100113539,DEHMAC0014,Dried Candied Baby Oranges
100113539,DEHMAC0012,Dried Candied Papaya Slices
100113539,AHMPRA0005,Green Kiwi Fruit Slice
100113539,PPNQSGU019,Green Chilli Raw Tamarind Chutney (Pack of 3)
100113539,AGRPAN0011,Dalmoth
100113539,CCJDLB0019,Tea Biscuits
100113539,STRPLB0005,Shrewsberry Biscuit (Pack of Two)
100113539,CCJDLB0059,Miniti Biscuits
100113537,CCJDLB0019,Tea Biscuits
100113526,NAGHLR0001,Orange Burfee
100113524,CCUKCD0001,Rossogollas
100113522,AGRPAN0001,Kesar Angoori Petha
100113503,CCJDLB0019,Tea Biscuits
100113498,PMBLMAP044,Qubes - 500 gm
100113497,HYDKBA0010,Karachi Fruit Biscuit
100113495,HYDKBA0010,Karachi Fruit Biscuit
100113495,PNQCBM0001,Chitale Bhakarwadi
100113495,AGRPAN0001,Kesar Angoori Petha
100113495,CCJDLB0015,Delecta Banana Chips
100113495,KLHAMB0001,Amba Bhadang
100113493,PNQCBM0001,Chitale Bhakarwadi
100113493,CCJDLB0031,Dal mixture
100113493,ALWBTD0001,Alwar Kalakand (Milk Cake)
100113492,PNQCBM0001,Chitale Bhakarwadi
100113486,CCUKCD0001,Rossogollas
100113485,PNQKKH0011,Chandrakala
100113485,PNQRFP0016,Dry Calcutta Paan
100113485,PDAICML005,Makaibari Green Tea (25 Tea Bag)
100113485,LONMGC0006,Assorted Cashewnut Chikki
100113483,CCUKCD0001,Rossogollas
100113482,PMBLMAP044,Qubes - 500 gm
100113482,AGRPAN0008,Petha Chocolate
100113476,CCUKCD0001,Rossogollas
100113471,PMBLMAP044,Qubes - 500 gm
100113470,PMBLMAP044,Qubes - 500 gm
100113466,NAGSHS0003,Bhagat’s Alphonso Mango SonRolls
100113466,PNQLNC0001,Laxminarayan Chiwda (Poha)
100113466,PNQDBC0003,Hapus Amba Wadi
100113466,PNQCBM0005,Mango Burfi
100113466,CCJDLB0029,Boondhi Mixture
100113459,CCUKCD0001,Rossogollas
100113459,CCJESF0001,Achappam
100113459,IDRNSB0015,Fikki Sev
100113459,PSIRKFP008,Birds Eye Chilly
100113459,SAWAKU0004,Sandgi Mirchi (Stuffed Dried Chili)
100113451,CCJDLB0048,Ola Pakoda
100113451,CCJESF0001,Achappam
100113451,CCJDLB0025,Masala Biscuit
100113448,DHWBTP0001,Dharwad Pedha
100113445,NAGHLR0001,Orange Burfee
100113445,BELKCP0002,Mix Dryfruit Pickle
100113445,PNQCBM0001,Chitale Bhakarwadi
100113445,MERRCS0001,Roll Gajjak
100113445,PNQATV0022,Bhajani Chakali
100113445,STVLED0002,Nankhatai
100113435,ERNMMP0001,Chakkavaratty (Kerala Jackfruit Jam/Halwa)
100113435,BLRSVC0006,Avre Bele Mixture
100113428,PNQCBM0005,Mango Burfi
100113425,CCJDLB0019,Tea Biscuits
100113423,TCRSJS0001,Muscoth Halwa
100113422,BOMMMM0001,Kaju Ice Halwa
100113417,BOMSET0010,Dryfruit Bombay Halwa
100113417,PNQRFP0016,Dry Calcutta Paan
100113416,HYDKBA0010,Karachi Fruit Biscuit
100113416,CCJDLB0019,Tea Biscuits
100113411,AGRPAN0001,Kesar Angoori Petha
100113409,AGRPAN0004,Rasbari Petha
100113407,AGRPAN0007,Kesar Plain Petha
100113407,NAGHLR0001,Orange Burfee
100113405,PNQCBM0001,Chitale Bhakarwadi
100113405,BDQSJF0004,Rajwadi Chevdo
100113402,NAGHLR0001,Orange Burfee
100113401,PNQCBM0001,Chitale Bhakarwadi
100113398,ERNMMP0001,Chakkavaratty (Kerala Jackfruit Jam/Halwa)
100113397,PMYJUB0006,Marwari Athana Green Chilli Pickle (Pack of 2)
100113397,CCUKCD0001,Rossogollas
100113396,GOICAZ0002,Bebinca (1 Pack)
100113394,ERNMMP0001,Chakkavaratty (Kerala Jackfruit Jam/Halwa)
100113390,AGRPAN0001,Kesar Angoori Petha
100113386,HYDKBA0010,Karachi Fruit Biscuit
100113386,STVLED0002,Nankhatai
100113382,PNQCBM0006,Kaju Katli
100113382,CCUKCD0001,Rossogollas
100113379,PKLHPKM002,Kolhapuri Chicken Rassa Masala (Pack of 2)
100113379,AGRPAN0001,Kesar Angoori Petha
100113378,BELKCP0002,Mix Dryfruit Pickle
100113378,PNQCBM0001,Chitale Bhakarwadi
100113378,SAWAKU0004,Sandgi Mirchi (Stuffed Dried Chili)
100113378,CCJDLB0019,Tea Biscuits
100113378,PNQRFP0016,Dry Calcutta Paan
100113378,CCJKBC0001,Kumari Banana Chips
100113378,PNQDSE0026,Rice Crackers (Pappu Chakalu)
100113378,OOTMOC0094,Ginger Chips
100113378,PMYJUB0006,Marwari Athana Green Chilli Pickle (Pack of 2)
100113378,ERNMMP0001,Chakkavaratty (Kerala Jackfruit Jam/Halwa)
100113375,AGRPAN0001,Kesar Angoori Petha
100113374,BLRSVS0006,Mysore Pak
100113372,AGRPAN0001,Kesar Angoori Petha
100113372,AGRPAN0009,Petha Donda Barfi
100113368,PNQKKH0001,Kaju Katli
100113365,AGRPAN0002,Plain Petha
100113365,AGRPAN0007,Kesar Plain Petha
100113361,AGRPAN0003,Paan Petha
100113358,NAGHLR0001,Orange Burfee
100113355,CCJDLB0019,Tea Biscuits
100113355,LONMGC0004,Crush Peanut Chikki 
100113355,PNQRFP0016,Dry Calcutta Paan
100113355,IDRNSB0008,Tomato Sev
100113355,LONMGC0003,Peanut Chikki
100113353,CCUKCD0001,Rossogollas
100113353,HYDKBA0010,Karachi Fruit Biscuit
100113353,AGRPAN0002,Plain Petha
100113353,PNQCBM0006,Kaju Katli
100113353,GOKSDS0002,Golden Karadant
100113349,NAGHLR0001,Orange Burfee
100113348,GOIMAC0001,Guava Bar (Cheese)
100113344,CCUKCD0001,Rossogollas
100113344,MUSSOS0001,Special Desi Ghee Bal Mithai
100113342,HYDKBA0010,Karachi Fruit Biscuit
100113342,ALWBTD0001,Alwar Kalakand (Milk Cake)
100113339,CCUKCD0001,Rossogollas
100113333,PMYJUB0006,Marwari Athana Green Chilli Pickle (Pack of 2)
100113332,CCUKCD0001,Rossogollas
100113329,AGRPAN0002,Plain Petha
100113327,GOIMAC0001,Guava Bar (Cheese)
100113327,CCJDLB0019,Tea Biscuits
100113325,GOIMAC0001,Guava Bar (Cheese)
100113325,ERNMMP0001,Chakkavaratty (Kerala Jackfruit Jam/Halwa)
100113322,AGRPAN0002,Plain Petha
100113321,CCJKBC0001,Kumari Banana Chips
100113321,PNQKKH0011,Chandrakala
100113321,PNQATV0022,Bhajani Chakali
100113314,BELKCP0002,Mix Dryfruit Pickle
100113314,COKKJR0001,Kunju's Jam Rolls
100113314,SAWAKU0004,Sandgi Mirchi (Stuffed Dried Chili)
100113310,NAGHLR0001,Orange Burfee
100113310,CCJDLB0019,Tea Biscuits
100113310,PBKBRSC001,Javitri Papad
100113310,AGRPAN0009,Petha Donda Barfi
100113309,CCUKCD0001,Rossogollas
100113308,BLRSVS0006,Mysore Pak
100113308,GOICAZ0001,Dodol (1 Pack)
100113308,SAWAKU0003,Kakatkar Amla Pickle
100113305,CCJDLB0052,Piri Cake (Paper Wrapped)
100113305,MUSSOS0001,Special Desi Ghee Bal Mithai
100113305,PNQDBC0003,Hapus Amba Wadi
100113305,PNQRFP0016,Dry Calcutta Paan
100113305,COKKJR0001,Kunju's Jam Rolls
100113304,PNQLNC0001,Laxminarayan Chiwda (Poha)
100113303,PSECBAF013,Chicken Mughlai Pickle
100113303,PNQLNC0001,Laxminarayan Chiwda (Poha)
100113303,COKEAM0037,Instant Palappam Podi Mix (Pack of 4)
100113303,COKEAM0010,White Puttu Pdr (4 Packs)
100113303,PCOKGDS001,Greenland Black Pepper
100113303,PCCJSRS008,Sambar Powder (2 packs)
100113303,PCOKGDS005,Greenland Cardamom (Pack of 2)
100113301,ERNMMP0001,Chakkavaratty (Kerala Jackfruit Jam/Halwa)
100113297,PNQPMK0006,Chaat Masala Roasted Makhana
100113297,PNQPMK0003,Black Pepper Roasted Makhana
100113292,PPNQSGU015,Dhana Kairi (Sweet Mango) (Pack of 3)
100113292,PNQATV0022,Bhajani Chakali
100113291,NAGHLR0001,Orange Burfee
100113290,PNQLNC0001,Laxminarayan Chiwda (Poha)
100113290,CCJDLB0019,Tea Biscuits
100113289,PNQPDS0005,Farsan
100113285,PMYJUB0006,Marwari Athana Green Chilli Pickle (Pack of 2)
100113284,AGRPAN0007,Kesar Plain Petha
100113283,DHWBTP0001,Dharwad Pedha
100113283,HUBPOF0003,Agasi (Flax) Chutney
100113283,GOICAZ0002,Bebinca (1 Pack)
100113283,GOKSDS0001,Premium Golden Karadant
100113283,HUBPOF0002,Gurellu (Niger) Chutney
100113279,CCUKCD0001,Rossogollas
100113279,GWAGAJ0001,Gud Gajak
100113279,JLRLSS0014,Desi Ghee Besan Pinni
100113276,AGRPAN0004,Rasbari Petha
100113273,CCJDLB0019,Tea Biscuits
100113273,BELKCP0002,Mix Dryfruit Pickle
100113273,OOTMOC0094,Ginger Chips
100113273,JAILMB0005,Sohan Halwa
100113272,NAGHLR0001,Orange Burfee
100113272,RAJVAJ0008,Chilli Garlic Khakra
100113272,AGRPAN0005,Gulab Laddu Petha
100113270,NAGHLR0001,Orange Burfee
100113270,CCJKBC0001,Kumari Banana Chips
100113268,CCJDLB0019,Tea Biscuits
100113267,LONMGC0004,Crush Peanut Chikki 
100113267,PNQATV0022,Bhajani Chakali
100113267,PNQLNC0001,Laxminarayan Chiwda (Poha)
100113267,GOKSDS0002,Golden Karadant
100113266,CCUKCD0001,Rossogollas
100113265,CCJKBC0002,Cut Chips
100113265,PNQLNC0001,Laxminarayan Chiwda (Poha)
100113265,PNQLNC0004,Potato Chiwda
100113261,BELKCP0002,Mix Dryfruit Pickle
100113253,PNQCBM0001,Chitale Bhakarwadi
100113253,PNQDBC0003,Hapus Amba Wadi
100113253,PMYJUB0005,Ker Sangri Pickle (Pack of 2)
100113252,PNQATV0009,Sitaphal Wadi (4 Packs)
100113252,PNQATV0014,Patal Pohe Chiwada
100113252,PNQATV0015,Maka Chiwada
100113252,IDRNFT0001,Nafees Toast
100113252,PNQLNC0001,Laxminarayan Chiwda (Poha)
100113252,BDQSJF0004,Rajwadi Chevdo
100113252,IDRNSB0012,Golden Corn Mixture
100113252,NAGSHS0003,Bhagat’s Alphonso Mango SonRolls
100113252,NAGSHS0006,Bhagat’s Pineapple Son Rolls
100113251,BELKCP0002,Mix Dryfruit Pickle
100113250,STVSGF0004,Masala Khakhra
100113250,RAJVAJ0002,Masala Khakra
100113250,RAJVAJ0008,Chilli Garlic Khakra
100113250,NAGSHS0003,Bhagat’s Alphonso Mango SonRolls
100113248,CCUKCD0001,Rossogollas
100113248,HYDKBA0010,Karachi Fruit Biscuit
100113248,OOTMOC0091,Rocky Road Fudge
100113245,NAGHLR0001,Orange Burfee
100113241,BKBBBL0004,Bikaneri Bhujia
100113241,AHMPRA0001,Ratnagiri Hapoos Mango Fruit Bar
100113241,PPNQSGU019,Green Chilli Raw Tamarind Chutney (Pack of 3)
100113240,CCJDLB0019,Tea Biscuits
100113240,CCJDLB0022,Coconut Biscuit
100113237,ERNMMP0001,Chakkavaratty (Kerala Jackfruit Jam/Halwa)
100113230,AGRPAN0012,Dalmoth Special
100113230,AGRPAN0011,Dalmoth
100113218,SAWAKU0004,Sandgi Mirchi (Stuffed Dried Chili)
100113218,CCJKBC0001,Kumari Banana Chips
100113218,CCUMUC0003,Masala Muri
100113218,PMYJUB0006,Marwari Athana Green Chilli Pickle (Pack of 2)
100113218,CCUKCD0001,Rossogollas
100113214,NAGHLR0001,Orange Burfee
100113212,MUSSOS0001,Special Desi Ghee Bal Mithai
100113212,OOTMOC0094,Ginger Chips
100113212,STVLED0002,Nankhatai
100113211,CCJDLB0052,Piri Cake (Paper Wrapped)
100113203,CCUKCD0001,Rossogollas
100113201,ERNMMP0001,Chakkavaratty (Kerala Jackfruit Jam/Halwa)
100113196,CCUGGS0009,Khir Kaddam
100113188,AGRPAN0011,Dalmoth
100113188,PNQGBC0001,Chatpati Bhel
100113184,MUSSOS0001,Special Desi Ghee Bal Mithai
100113184,CCUKCD0001,Rossogollas
100113184,CCJDLB0035,Assorted Kozhikodan Halwa
100113183,HYDKBA0010,Karachi Fruit Biscuit
100113183,PNQCBM0001,Chitale Bhakarwadi
100113181,CCUKCD0001,Rossogollas
100113180,CCUKCD0001,Rossogollas
100113177,PNQDSE0026,Rice Crackers (Pappu Chakalu)
100113177,PNQLNC0001,Laxminarayan Chiwda (Poha)
100113177,PNQDBC0003,Hapus Amba Wadi
100113177,KLHAMB0001,Amba Bhadang
100113177,PCCJSRS008,Sambar Powder (2 packs)
100113177,SAWAKU0003,Kakatkar Amla Pickle
100113177,PNQATV0022,Bhajani Chakali
100113176,PNQDBC0003,Hapus Amba Wadi
100113176,BLRSVS0006,Mysore Pak
100113176,CCJDLB0019,Tea Biscuits
100113170,HYDKBA0010,Karachi Fruit Biscuit
100113170,PNQLNC0001,Laxminarayan Chiwda (Poha)
100113170,CCJDLB0052,Piri Cake (Paper Wrapped)
100113170,CCJDLB0019,Tea Biscuits
100113170,PNQDSE0026,Rice Crackers (Pappu Chakalu)
100113169,BELKCP0002,Mix Dryfruit Pickle
100113159,SAWAKU0004,Sandgi Mirchi (Stuffed Dried Chili)
100113159,HYDKBA0010,Karachi Fruit Biscuit
100113159,PNQLNC0001,Laxminarayan Chiwda (Poha)
100113159,PNQCBM0001,Chitale Bhakarwadi
100113159,BOMGOP0014,Goosebumps Homemade Khatti Keri in Mustard Pickle(Pack of 2)
100113159,CCJDLB0019,Tea Biscuits
100113159,CCUGGS0003,Jalbhara Sandesh 
100113158,GOIMAC0001,Guava Bar (Cheese)
100113157,CCJDLB0019,Tea Biscuits
100113156,BLRSVS0006,Mysore Pak
100113156,PNQATV0020,Chilly Garlic Shankarpale
100113156,PNQCBM0020,Chocolate Mewa
100113153,AGRPAN0001,Kesar Angoori Petha
100113145,PNQCBM0001,Chitale Bhakarwadi
100113145,CCJDLB0015,Delecta Banana Chips
100113145,CCUGGS0009,Khir Kaddam
100113145,PNQKKH0016,Kesar Gujjiya
100113140,SAWAKU0004,Sandgi Mirchi (Stuffed Dried Chili)
100113140,GOIMAC0001,Guava Bar (Cheese)
100113140,AGRPAN0002,Plain Petha
100113138,BELKCP0002,Mix Dryfruit Pickle
100113138,PPNQSGU020,Dates Pickle (Pack of 3)
100113137,ERNMMP0001,Chakkavaratty (Kerala Jackfruit Jam/Halwa)
100113134,HYDKBA0010,Karachi Fruit Biscuit
100113130,AGRPAN0001,Kesar Angoori Petha
100113130,AGRPAN0002,Plain Petha
100113130,AGRPAN0006,Petha Angoori
100113127,HYDKBA0010,Karachi Fruit Biscuit
100113127,OOTMOC0094,Ginger Chips
100113127,PNQDBC0003,Hapus Amba Wadi
100113127,PNQCBM0001,Chitale Bhakarwadi
100113125,AGRPAN0001,Kesar Angoori Petha
100113124,CCJDLB0026,Corn Flakes Mixture
100113124,CCJDLB0027,Delecta Mixture
100113124,CCUKCD0001,Rossogollas
100113124,STVLED0002,Nankhatai
100113123,GOICAZ0002,Bebinca (1 Pack)
100113120,PNQRFP0016,Dry Calcutta Paan
100113119,AGRPAN0001,Kesar Angoori Petha
100113118,CCJDLB0026,Corn Flakes Mixture
100113118,CCJDLB0029,Boondhi Mixture
100113116,HYDSRS0014,Dry Fruit Pootharekulu
100113116,NAGSHS0003,Bhagat’s Alphonso Mango SonRolls
100113114,GOIMAC0001,Guava Bar (Cheese)
100113111,NAGHLR0001,Orange Burfee
100113108,NAGSHS0003,Bhagat’s Alphonso Mango SonRolls
100113108,COKKJR0001,Kunju's Jam Rolls
100113108,AGRPAN0007,Kesar Plain Petha
100113108,GOIMAC0001,Guava Bar (Cheese)
100113107,SAWAKU0004,Sandgi Mirchi (Stuffed Dried Chili)
100113104,PMYJUB0006,Marwari Athana Green Chilli Pickle (Pack of 2)
100113102,PKLHPKM016,Kolhapuri Thecha Red (Pack of 2)
100113102,PMYJUB0006,Marwari Athana Green Chilli Pickle (Pack of 2)
100113102,HYDKBA0010,Karachi Fruit Biscuit
100113096,NAGHLR0001,Orange Burfee
100113096,COKKJR0001,Kunju's Jam Rolls
100113096,BLRSVS0006,Mysore Pak
100113096,BLRSVC0006,Avre Bele Mixture
100113096,BLRSVC0010,Maddur Wada 
100113096,BLRSVC0007,Butter Murukku
100113092,DHWBTP0001,Dharwad Pedha
100113090,NAGHLR0001,Orange Burfee
100113086,PNQCBM0001,Chitale Bhakarwadi
100113082,PNQDBC0003,Hapus Amba Wadi
100113082,BELKCP0002,Mix Dryfruit Pickle
100113082,NAGHLR0001,Orange Burfee
100113081,CCJDLB0052,Piri Cake (Paper Wrapped)
100113081,CCJDLB0019,Tea Biscuits
100113081,MERRCS0001,Roll Gajjak
100113081,NAGSHS0003,Bhagat’s Alphonso Mango SonRolls
100113081,BOMMMM0001,Kaju Ice Halwa
100113081,PNQDBC0003,Hapus Amba Wadi
100113081,STVLED0002,Nankhatai
100113081,CCJDLB0009,Banana Biscuit (Kidney Shaped)
100113081,CCJDLB0014,Coconut Macrons
100113081,RAJVAJ0006,Pani Puri Khakra
100113081,IDRNSB0003,Ratlami Sev
100113081,CCJDLB0059,Miniti Biscuits
100113081,STVHDC0005,Lemon Pepper Peanuts
100113081,PSIRKFP006,Mango Chutney
100113081,RAJVAJ0007,Pav Bhaji Khakra
100113080,CCUKCD0001,Rossogollas
100113080,PNQRFP0016,Dry Calcutta Paan
100113080,CCJDLB0055,Jackfruit Chips
100113080,BELKCP0002,Mix Dryfruit Pickle
100113077,PNQLNC0001,Laxminarayan Chiwda (Poha)
100113072,AGRPAN0007,Kesar Plain Petha
100113071,BELKCP0002,Mix Dryfruit Pickle
100113071,BOMSET0010,Dryfruit Bombay Halwa
100113071,JAILMB0005,Sohan Halwa
100113071,PNQLNC0001,Laxminarayan Chiwda (Poha)
100113071,SAWAKU0004,Sandgi Mirchi (Stuffed Dried Chili)
100113064,HYDKBA0010,Karachi Fruit Biscuit
100113064,AGRPAN0009,Petha Donda Barfi
100113064,JAILMB0005,Sohan Halwa
100113063,PNQLNC0001,Laxminarayan Chiwda (Poha)
100113063,PNQCBM0001,Chitale Bhakarwadi
100113063,PNQDBC0003,Hapus Amba Wadi
100113063,BLRSVS0006,Mysore Pak
100113062,CCJKBC0001,Kumari Banana Chips
100113062,CCJDLB0017,Sarkara Upperi 
100113062,AGRPAN0002,Plain Petha
100113062,LONMGC0004,Crush Peanut Chikki 
100113062,PNQDBC0003,Hapus Amba Wadi
100113062,BLRSVS0006,Mysore Pak
100113062,PNQCBM0006,Kaju Katli
100113062,PNQCBM0005,Mango Burfi
100113062,PNQRFP0016,Dry Calcutta Paan
100113062,HYDKBA0010,Karachi Fruit Biscuit
100113062,PMYJUB0006,Marwari Athana Green Chilli Pickle (Pack of 2)
100113062,BKBBBL0004,Bikaneri Bhujia
100113059,CCJDLB0019,Tea Biscuits
100113057,OOTMOC0094,Ginger Chips
100113057,NAGHLR0001,Orange Burfee
100113056,NAGHLR0001,Orange Burfee
100113054,NAGHLR0001,Orange Burfee
100113054,PNQCBM0001,Chitale Bhakarwadi
100113054,OOTMOC0103,Assorted Truffle
100113054,CCJKBC0001,Kumari Banana Chips
100113052,PNQCBM0001,Chitale Bhakarwadi
100113052,PCOKGDS005,Greenland Cardamom (Pack of 2)
100113052,BLRLSP0001,Lal Mysore Pak
100113052,PNQDSE0026,Rice Crackers (Pappu Chakalu)
100113050,ERNMMP0001,Chakkavaratty (Kerala Jackfruit Jam/Halwa)
100113044,AGRPAN0005,Gulab Laddu Petha
100113041,CCUKCD0001,Rossogollas
100113041,AGRPAN0007,Kesar Plain Petha
100113037,GOICAZ0002,Bebinca (1 Pack)
100113036,PSECBAF013,Chicken Mughlai Pickle
100113036,PGOIMAC011,Fresh Prawn Balchao
100113036,PKTGFRB001,Green Apple & Ginger Chutney 
100113033,NAGSHS0004,Bhagat’s Coco SonRolls
100113028,CCUKCD0001,Rossogollas
100113028,IDRNFT0001,Nafees Toast
100113028,BLRBLP0001,Mango Pickle
100113026,NAGSHS0003,Bhagat’s Alphonso Mango SonRolls
100113026,NAGHLR0001,Orange Burfee
100113025,HYDKBA0010,Karachi Fruit Biscuit
100113025,NAGSHS0003,Bhagat’s Alphonso Mango SonRolls
100113024,CCUGGS0006,Pan Sandesh
100113024,PNQDBC0003,Hapus Amba Wadi
100113024,BOMMMM0052,Dryfruit Badami Halwa
100113023,NAGSHS0003,Bhagat’s Alphonso Mango SonRolls
100113023,PNQCBM0005,Mango Burfi
100113018,LONMGC0007,Assorted Dryfruit Chikki
100113017,GOIMAC0001,Guava Bar (Cheese)
100113017,CCJDLB0052,Piri Cake (Paper Wrapped)
100113017,NAGSHS0003,Bhagat’s Alphonso Mango SonRolls
100113017,CCJDLB0039,Macron Swirls
100113015,CCJKBC0001,Kumari Banana Chips
100113015,PNQGBC0001,Chatpati Bhel
100113014,GOKSDS0002,Golden Karadant
100113014,GOKSDS0003,Ladagi Ladu
100113010,PSIRKFP002,Rice Papad (20 Pcs)
100113010,BEEMHP0001,Urad & Moong Papad (Pack of 2)
100113010,PPNQVDM001,Kokum Sharbat
100113010,PPNQSGU017,Raw Mango Chunda (Pack of 3)
100113006,PCCJSRS008,Sambar Powder (2 packs)
100113006,HYDKBA0010,Karachi Fruit Biscuit
100113006,CCJDLB0015,Delecta Banana Chips
